id,flag_reason,num_emotions,word_count,char_count,emotion_tags,clean_text,original_text
2cd7763e,single_high_risk:happy=0.7,2,9,57,[happy=0.7] [teasing=0.6],"[happy=0.7, teasing=0.6] It had a roof-it was a dwelling.","[happy=0.7, teasing=0.6] It had a roof-it was a dwelling."
c4e694e2,single_high_risk:happy=0.7,1,9,49,[happy=0.7],"But, alas! those halcyon days were all too brief.","[happy=0.7] But, alas! those halcyon days were all too brief."
aa3798a0,single_high_risk:happy=0.7,1,9,55,[happy=0.7],There was a great straining and creaking and confusion.,[happy=0.7] There was a great straining and creaking and confusion.
a5a6e99d,single_high_risk:happy=0.7,2,9,57,[happy=0.7] [playful=0.6],"[happy=0.7, playful=0.6] I went back to tell the captain.","[happy=0.7, playful=0.6] I went back to tell the captain."
9739ba0e,single_high_risk:happy=0.7,2,9,74,[affectionate=0.7] [happy=0.7],"[happy=0.7, affectionate=0.7] The result was, on the whole, disappointing.","[happy=0.7, affectionate=0.7] The result was, on the whole, disappointing."
795ae568,single_high_risk:happy=0.7,2,9,58,[affectionate=0.7] [happy=0.7],"[happy=0.7, affectionate=0.7] ""I was afraid so, "" he said.","[happy=0.7, affectionate=0.7] ""I was afraid so, "" he said."
de1560f6,single_high_risk:happy=0.7,1,9,57,[happy=0.7],"""That is-no, the house is empty, except just-just today!""","[happy=0.7] ""That is-no, the house is empty, except just-just today!"""
72e2db8c,single_high_risk:happy=0.7,1,9,50,[happy=0.7],"""We shall always be happy to see Major Dunwoodie.""","[happy=0.7] ""We shall always be happy to see Major Dunwoodie."""
82f3ddc0,single_high_risk:happy=0.7,2,9,58,[happy=0.7] [playful=0.6],"[happy=0.7, playful=0.6] All our lives are forfeit to you.","[happy=0.7, playful=0.6] All our lives are forfeit to you."
6f4773b4,single_high_risk:happy=0.7,3,9,79,[affectionate=0.6] [happy=0.7] [teasing=0.5],"[happy=0.7, affectionate=0.6, teasing=0.5] ""Have you forgotten what guards it?""","[happy=0.7, affectionate=0.6, teasing=0.5] ""Have you forgotten what guards it?"""
c1ef7da2,single_high_risk:happy=0.7,3,9,68,[affectionate=0.6] [happy=0.7] [teasing=0.5],"[happy=0.7, affectionate=0.6, teasing=0.5] ""I didn't say so at all.""","[happy=0.7, affectionate=0.6, teasing=0.5] ""I didn't say so at all."""
bb6e5482,single_high_risk:happy=0.7,2,9,65,[happy=0.7] [playful=0.6],"[happy=0.7, playful=0.6] Again the fort was wild with excitement.","[happy=0.7, playful=0.6] Again the fort was wild with excitement."
37917e93,single_high_risk:happy=0.7,3,9,74,[affectionate=0.6] [happy=0.7] [teasing=0.5],"[happy=0.7, affectionate=0.6, teasing=0.5] ""In some cases, "" said Sadness.","[happy=0.7, affectionate=0.6, teasing=0.5] ""In some cases, "" said Sadness."
09258749,single_high_risk:happy=0.7,3,8,82,[affectionate=0.6] [happy=0.7] [teasing=0.5],"[happy=0.7, affectionate=0.6, teasing=0.5] ""Look out, Phronsie!"" exclaimed Jasper.","[happy=0.7, affectionate=0.6, teasing=0.5] ""Look out, Phronsie!"" exclaimed Jasper."
b85f4872,single_high_risk:happy=0.7,2,8,55,[happy=0.7] [teasing=0.6],"[happy=0.7, teasing=0.6] But to return to the question.","[happy=0.7, teasing=0.6] But to return to the question."
772cb281,single_high_risk:happy=0.7,2,8,64,[happy=0.7] [playful=0.6],"[happy=0.7, playful=0.6] Theo answered in the affirmative again.","[happy=0.7, playful=0.6] Theo answered in the affirmative again."
157f194d,single_high_risk:happy=0.7,2,8,56,[affectionate=0.7] [happy=0.7],"[happy=0.7, affectionate=0.7] She's got a teapot I want.","[happy=0.7, affectionate=0.7] She's got a teapot I want."
fe495e7f,single_high_risk:happy=0.7,2,8,61,[happy=0.7] [playful=0.6],"[happy=0.7, playful=0.6] Snap introduced him as Rance Rankin.","[happy=0.7, playful=0.6] Snap introduced him as Rance Rankin."
fbc689fa,single_high_risk:happy=0.7,2,8,59,[affectionate=0.7] [happy=0.7],"[happy=0.7, affectionate=0.7] ""Dear me, did I?"" said Polly.","[happy=0.7, affectionate=0.7] ""Dear me, did I?"" said Polly."
38d1e75b,single_high_risk:happy=0.7,3,8,67,[affectionate=0.6] [happy=0.7] [teasing=0.5],"[happy=0.7, affectionate=0.6, teasing=0.5] ""That's ugly, "" he said.","[happy=0.7, affectionate=0.6, teasing=0.5] ""That's ugly, "" he said."
0ab051c8,single_high_risk:happy=0.7,2,8,62,[happy=0.7] [teasing=0.6],"[happy=0.7, teasing=0.6] ""Now as regards the second question.""","[happy=0.7, teasing=0.6] ""Now as regards the second question."""
cdef38ab,single_high_risk:happy=0.7,1,8,50,[happy=0.7],"We counted exactly 587,224 items in the warehouse.","[happy=0.7] We counted exactly 587,224 items in the warehouse."
389c1928,single_high_risk:happy=0.7,1,8,38,[happy=0.7],We are scheduled to meet on 15 August.,[happy=0.7] We are scheduled to meet on 15 August.
9ccbbf15,single_high_risk:happy=0.7,1,8,35,[happy=0.7],We are scheduled to meet on 2 July.,[happy=0.7] We are scheduled to meet on 2 July.
16bc6530,single_high_risk:happy=0.7,1,8,40,[happy=0.7],"I only have £1,547.31 left in my wallet.","[happy=0.7] I only have £1,547.31 left in my wallet."
c91d7897,single_high_risk:happy=0.7,1,8,50,[happy=0.7],"We counted exactly 184,432 items in the warehouse.","[happy=0.7] We counted exactly 184,432 items in the warehouse."
2d18cd6e,single_high_risk:happy=0.7,2,8,57,[happy=0.7] [playful=0.6],"[happy=0.7, playful=0.6] Doesn't she perhaps care at all?","[happy=0.7, playful=0.6] Doesn't she perhaps care at all?"
283d8795,single_high_risk:happy=0.7,2,8,79,[affectionate=0.7] [happy=0.7],"[happy=0.7, affectionate=0.7] CAMP CLOUDCREST, october sixth nineteen fourteen.","[happy=0.7, affectionate=0.7] CAMP CLOUDCREST, october sixth nineteen fourteen."
e82b370d,single_high_risk:happy=0.7,2,8,56,[happy=0.7] [teasing=0.6],"[happy=0.7, teasing=0.6] Language itself is proof of it.","[happy=0.7, teasing=0.6] Language itself is proof of it."
9c2c18a1,single_high_risk:happy=0.7,2,8,67,[happy=0.7] [playful=0.6],"[happy=0.7, playful=0.6] 'A cold-feverish and rheumatic, she says.'","[happy=0.7, playful=0.6] 'A cold-feverish and rheumatic, she says.'"
d567e76d,single_high_risk:happy=0.7,1,8,43,[happy=0.7],His second principle was the love of woman.,[happy=0.7] His second principle was the love of woman.
ebd0eb1c,single_high_risk:happy=0.7,2,7,51,[affectionate=0.7] [happy=0.7],"[happy=0.7, affectionate=0.7] She is a little girl.","[happy=0.7, affectionate=0.7] She is a little girl."
9e2e6a7e,single_high_risk:happy=0.7,2,7,55,[affectionate=0.7] [happy=0.7],"[happy=0.7, affectionate=0.7] ""So, "" answered the abbe.","[happy=0.7, affectionate=0.7] ""So, "" answered the abbe."
33a6d402,single_high_risk:happy=0.7,3,7,71,[affectionate=0.6] [happy=0.7] [teasing=0.5],"[happy=0.7, affectionate=0.6, teasing=0.5] ""Drums, "" whispered Ventnor.","[happy=0.7, affectionate=0.6, teasing=0.5] ""Drums, "" whispered Ventnor."
5433275f,single_high_risk:happy=0.7,2,7,57,[happy=0.7] [teasing=0.6],"[happy=0.7, teasing=0.6] ""But are you perfectly certain?""","[happy=0.7, teasing=0.6] ""But are you perfectly certain?"""
35ff3278,single_high_risk:happy=0.7,2,7,51,[happy=0.7] [teasing=0.6],"[happy=0.7, teasing=0.6] I turned to Mr. Brownrigg.","[happy=0.7, teasing=0.6] I turned to Mr. Brownrigg."
cb8f2279,single_high_risk:happy=0.7,3,7,69,[affectionate=0.6] [happy=0.7] [teasing=0.5],"[happy=0.7, affectionate=0.6, teasing=0.5] ""Why not?"" bristled Patty.","[happy=0.7, affectionate=0.6, teasing=0.5] ""Why not?"" bristled Patty."
ec98cc4b,single_high_risk:happy=0.7,3,7,63,[affectionate=0.6] [happy=0.7] [teasing=0.5],"[happy=0.7, affectionate=0.6, teasing=0.5] Mrs. Lewis stood up.","[happy=0.7, affectionate=0.6, teasing=0.5] Mrs. Lewis stood up."
b6ffaae4,single_high_risk:happy=0.7,2,7,51,[happy=0.7] [teasing=0.6],"[happy=0.7, teasing=0.6] Yet there is a difference.","[happy=0.7, teasing=0.6] Yet there is a difference."
5772c5b7,single_high_risk:happy=0.7,3,7,68,[affectionate=0.6] [happy=0.7] [teasing=0.5],"[happy=0.7, affectionate=0.6, teasing=0.5] ""There come the cavalry.""","[happy=0.7, affectionate=0.6, teasing=0.5] ""There come the cavalry."""
9f9489de,single_high_risk:happy=0.7,1,7,43,[happy=0.7],The probability of that happening is 53.02.,[happy=0.7] The probability of that happening is 53.02.
317ea555,single_high_risk:happy=0.7,1,7,36,[happy=0.7],Set your alarm for 8:00 AM tomorrow.,[happy=0.7] Set your alarm for 8:00 AM tomorrow.
3a8189bf,single_high_risk:happy=0.7,1,7,44,[happy=0.7],The probability of that happening is 10.842.,[happy=0.7] The probability of that happening is 10.842.
f09df86e,single_high_risk:happy=0.7,1,7,40,[happy=0.7],We are upgrading to version 5.1.3 today.,[happy=0.7] We are upgrading to version 5.1.3 today.
976da2fc,single_high_risk:happy=0.7,2,7,53,[affectionate=0.7] [happy=0.7],"[happy=0.7, affectionate=0.7] But nobody cared to go.","[happy=0.7, affectionate=0.7] But nobody cared to go."
8d3766d4,single_high_risk:happy=0.7,2,7,53,[happy=0.7] [playful=0.6],"[happy=0.7, playful=0.6] Then one begins to appraise.","[happy=0.7, playful=0.6] Then one begins to appraise."
77ffb664,single_high_risk:happy=0.7,2,7,60,[affectionate=0.7] [happy=0.7],"[happy=0.7, affectionate=0.7] Veronica knew nothing of this.","[happy=0.7, affectionate=0.7] Veronica knew nothing of this."
39178cff,single_high_risk:happy=0.7,2,7,52,[happy=0.7] [teasing=0.6],"[happy=0.7, teasing=0.6] Mr. Wilson thinks there is.","[happy=0.7, teasing=0.6] Mr. Wilson thinks there is."
c831d282,single_high_risk:happy=0.7,1,7,44,[happy=0.7],"""Yes-love, "" he thought again quite clearly.","[happy=0.7] ""Yes-love, "" he thought again quite clearly."
520e567e,single_high_risk:happy=0.7,2,7,51,[happy=0.7] [teasing=0.6],"[happy=0.7, teasing=0.6] Carter was grim and white.","[happy=0.7, teasing=0.6] Carter was grim and white."
a0e7001f,single_high_risk:happy=0.7,2,7,45,[happy=0.7] [playful=0.6],"[happy=0.7, playful=0.6] ""Why is he so wild?""","[happy=0.7, playful=0.6] ""Why is he so wild?"""
68498ab3,single_high_risk:happy=0.7,2,7,58,[affectionate=0.7] [happy=0.7],"[happy=0.7, affectionate=0.7] Eponine made a final effort.","[happy=0.7, affectionate=0.7] Eponine made a final effort."
a0d16b93,single_high_risk:happy=0.7,2,6,50,[affectionate=0.7] [happy=0.7],"[happy=0.7, affectionate=0.7] So she said, meekly:","[happy=0.7, affectionate=0.7] So she said, meekly:"
302e1bce,single_high_risk:happy=0.7,2,6,45,[happy=0.7] [playful=0.6],"[happy=0.7, playful=0.6] STORM BOUND AT ERIE.","[happy=0.7, playful=0.6] STORM BOUND AT ERIE."
6fe8c1f9,single_high_risk:happy=0.7,2,6,47,[affectionate=0.7] [happy=0.7],"[happy=0.7, affectionate=0.7] They all went in.","[happy=0.7, affectionate=0.7] They all went in."
18672ef7,single_high_risk:happy=0.7,3,6,58,[affectionate=0.6] [happy=0.7] [teasing=0.5],"[happy=0.7, affectionate=0.6, teasing=0.5] Come back here!","[happy=0.7, affectionate=0.6, teasing=0.5] Come back here!"
980eae50,single_high_risk:happy=0.7,1,6,29,[happy=0.7],The event took place in 1820.,[happy=0.7] The event took place in 1820.
04033b08,single_high_risk:happy=0.7,1,6,34,[happy=0.7],You can reach him at 994-235-7656.,[happy=0.7] You can reach him at 994-235-7656.
e93a7c1c,single_high_risk:happy=0.7,1,6,35,[happy=0.7],"The final score was 991,552 points.","[happy=0.7] The final score was 991,552 points."
601279a9,single_high_risk:happy=0.7,1,6,29,[happy=0.7],The event took place in 1953.,[happy=0.7] The event took place in 1953.
be172028,single_high_risk:happy=0.7,1,6,36,[happy=0.7],We drove 11.0 miles before stopping.,[happy=0.7] We drove 11.0 miles before stopping.
821eb170,single_high_risk:happy=0.7,3,6,64,[affectionate=0.6] [happy=0.7] [teasing=0.5],"[happy=0.7, affectionate=0.6, teasing=0.5] ""And the bridegroom?""","[happy=0.7, affectionate=0.6, teasing=0.5] ""And the bridegroom?"""
e5b7fc28,single_high_risk:happy=0.7,2,6,45,[happy=0.7] [teasing=0.6],"[happy=0.7, teasing=0.6] ""I'm not very well.""","[happy=0.7, teasing=0.6] ""I'm not very well."""
bff642f7,single_high_risk:happy=0.7,2,6,49,[happy=0.7] [playful=0.6],"[happy=0.7, playful=0.6] Now what about Caroline?","[happy=0.7, playful=0.6] Now what about Caroline?"
2899cd03,single_high_risk:happy=0.7,3,6,63,[affectionate=0.6] [happy=0.7] [teasing=0.5],"[happy=0.7, affectionate=0.6, teasing=0.5] She considered that.","[happy=0.7, affectionate=0.6, teasing=0.5] She considered that."
9984c902,single_high_risk:happy=0.7,2,6,46,[happy=0.7] [teasing=0.6],"[happy=0.7, teasing=0.6] He was the artificer.","[happy=0.7, teasing=0.6] He was the artificer."
20ed7da8,single_high_risk:happy=0.7,2,6,54,[affectionate=0.7] [happy=0.7],"[happy=0.7, affectionate=0.7] They did not foresee....","[happy=0.7, affectionate=0.7] They did not foresee...."
b3277a30,single_high_risk:happy=0.7,1,6,36,[happy=0.7],"""Done it!"" cried Dick, with disgust.","[happy=0.7] ""Done it!"" cried Dick, with disgust."
518c0ecd,single_high_risk:happy=0.7,1,6,32,[happy=0.7],She caressed him with her smile.,[happy=0.7] She caressed him with her smile.
7fd47224,single_high_risk:happy=0.7,1,5,37,[happy=0.7],"""It is wonderful!"" murmured Ferralti.","[happy=0.7] ""It is wonderful!"" murmured Ferralti."
43bd8372,single_high_risk:happy=0.7,1,5,25,[happy=0.7],Love is the only ecstasy.,[happy=0.7] Love is the only ecstasy.
8294703d,single_high_risk:happy=0.7,1,5,33,[happy=0.7],"Such a countenance, such manners!","[happy=0.7] Such a countenance, such manners!"
0016071e,single_high_risk:happy=0.7,1,5,22,[happy=0.7],You are going too far!,[happy=0.7] You are going too far!
41dfb136,single_high_risk:happy=0.7,1,5,29,[happy=0.7],It is their 13th anniversary.,[happy=0.7] It is their 13th anniversary.
16fc3a19,single_high_risk:happy=0.7,1,5,26,[happy=0.7],The capacity is 179.0 lbs.,[happy=0.7] The capacity is 179.0 lbs.
d15213b4,single_high_risk:happy=0.7,1,5,29,[happy=0.7],"That will cost you $3,371.29.","[happy=0.7] That will cost you $3,371.29."
bea9a396,single_high_risk:happy=0.7,2,5,43,[affectionate=0.7] [happy=0.7],"[happy=0.7, affectionate=0.7] I'm not sure.","[happy=0.7, affectionate=0.7] I'm not sure."
5c19edb6,single_high_risk:happy=0.7,1,5,21,[happy=0.7],Have a drop of water!,[happy=0.7] Have a drop of water!
47688733,single_high_risk:happy=0.7,2,5,45,[affectionate=0.7] [happy=0.7],"[happy=0.7, affectionate=0.7] I shall return.","[happy=0.7, affectionate=0.7] I shall return."
15bda323,single_high_risk:happy=0.7,2,5,44,[affectionate=0.7] [happy=0.7],"[happy=0.7, affectionate=0.7] You know that.","[happy=0.7, affectionate=0.7] You know that."
ddc21f58,single_high_risk:happy=0.7,2,5,41,[happy=0.7] [playful=0.6],"[happy=0.7, playful=0.6] 'It's all right!","[happy=0.7, playful=0.6] 'It's all right!"
86c673a0,single_high_risk:happy=0.7,2,4,40,[happy=0.7] [playful=0.6],"[happy=0.7, playful=0.6] ""You couldn't-""","[happy=0.7, playful=0.6] ""You couldn't-"""
78c28a17,single_high_risk:happy=0.7,1,4,25,[happy=0.7],Build 1.3.0 seems stable.,[happy=0.7] Build 1.3.0 seems stable.
eee15ad6,single_high_risk:happy=0.7,1,4,26,[happy=0.7],Build 2.5.15 seems stable.,[happy=0.7] Build 2.5.15 seems stable.
9ef5d659,single_high_risk:happy=0.7,2,4,46,[happy=0.7] [teasing=0.6],"[happy=0.7, teasing=0.6] ""Eternal principle,—""","[happy=0.7, teasing=0.6] ""Eternal principle,—"""
abc182b7,single_high_risk:happy=0.7,2,4,45,[affectionate=0.7] [happy=0.7],"[happy=0.7, affectionate=0.7] Oh, bitterness!","[happy=0.7, affectionate=0.7] Oh, bitterness!"
ef820182,single_high_risk:happy=0.7,1,4,21,[happy=0.7],Taste this mint leaf!,[happy=0.7] Taste this mint leaf!
684fc205,single_high_risk:happy=0.7,3,4,55,[affectionate=0.6] [happy=0.7] [teasing=0.5],"[happy=0.7, affectionate=0.6, teasing=0.5] ""Naturally.""","[happy=0.7, affectionate=0.6, teasing=0.5] ""Naturally."""
65ce483e,single_high_risk:happy=0.7,2,4,33,[happy=0.7] [teasing=0.6],"[happy=0.7, teasing=0.6] He came.","[happy=0.7, teasing=0.6] He came."
28702388,single_high_risk:happy=0.7,2,3,29,[happy=0.7] [playful=0.6],"[happy=0.7, playful=0.6] ""I-""","[happy=0.7, playful=0.6] ""I-"""
3878605e,single_high_risk:happy=0.7,1,2,11,[happy=0.7],Imagine it!,[happy=0.7] Imagine it!
e5592760,single_high_risk:happy=0.7,1,1,7,[happy=0.7],"""Look!""","[happy=0.7] ""Look!"""
2141a24f,single_high_risk:happy=0.8,1,69,368,[happy=0.8],"""Yes, my dear Ganem, "" answered Fetnah, ""I have cleared myself before the commander of the true believers, who, to make amends for the wrong he has done you, bestows me on you for a wife."" These last words occasioned such an excess of joy in Ganem, that he knew not for a while how to express himself, otherwise than by that passionate silence so well known to lovers.","[happy=0.8] ""Yes, my dear Ganem, "" answered Fetnah, ""I have cleared myself before the commander of the true believers, who, to make amends for the wrong he has done you, bestows me on you for a wife."" These last words occasioned such an excess of joy in Ganem, that he knew not for a while how to express himself, otherwise than by that passionate silence so well known to lovers."
e1fd9e47,single_high_risk:happy=0.8,1,64,322,[happy=0.8],"We know well what you are; we know well that you are all brave, parbleu! we know well that you all have in your souls the joy and the glory of giving your life for the great cause; we know well that you feel yourselves elected to die usefully and magnificently, and that each one of you clings to his share in the triumph.","[happy=0.8] We know well what you are; we know well that you are all brave, parbleu! we know well that you all have in your souls the joy and the glory of giving your life for the great cause; we know well that you feel yourselves elected to die usefully and magnificently, and that each one of you clings to his share in the triumph."
afd703d4,single_high_risk:happy=0.8,1,62,318,[happy=0.8],"I shall never forget the first time I saw you-when I came to this country a lonely little foreigner,—and you, a great beautiful lady, for such you seemed to me, though you have told me since you were only a great gawky girl-I know that could never have been-you ran to meet me, and took me in your arms, and kissed me.","[happy=0.8] I shall never forget the first time I saw you-when I came to this country a lonely little foreigner,—and you, a great beautiful lady, for such you seemed to me, though you have told me since you were only a great gawky girl-I know that could never have been-you ran to meet me, and took me in your arms, and kissed me."
a20acf3a,single_high_risk:happy=0.8,1,61,310,[happy=0.8],"She would be as American as it pleased him to regard her, and if he chose to laugh at her she would give him plenty of occupation. She defended England against his mother, but when Ralph sang its praises on purpose, as she said, to work her up, she found herself able to differ from him on a variety of points.","[happy=0.8] She would be as American as it pleased him to regard her, and if he chose to laugh at her she would give him plenty of occupation. She defended England against his mother, but when Ralph sang its praises on purpose, as she said, to work her up, she found herself able to differ from him on a variety of points."
60b0a07a,single_high_risk:happy=0.8,1,59,315,[happy=0.8],"After the result of the first run had been duly announced, our saint Louis excursion friends-who had approached to the place where we had stopped-set out a lot of champagne, which they had brought with them, and which proved a good drink on a Kansas prairie, and a buffalo hunter was a good man to get away with it.","[happy=0.8] After the result of the first run had been duly announced, our saint Louis excursion friends-who had approached to the place where we had stopped-set out a lot of champagne, which they had brought with them, and which proved a good drink on a Kansas prairie, and a buffalo hunter was a good man to get away with it."
8e302f1d,single_high_risk:happy=0.8,1,59,286,[happy=0.8],"Then I went to another, and they said the same; at last an old Indian bade me to come to him, and his squaw gave me some ground nuts; she gave me also something to lay under my head, and a good fire we had; and through the good providence of God, I had a comfortable lodging that night.","[happy=0.8] Then I went to another, and they said the same; at last an old Indian bade me to come to him, and his squaw gave me some ground nuts; she gave me also something to lay under my head, and a good fire we had; and through the good providence of God, I had a comfortable lodging that night."
48e55aea,single_high_risk:happy=0.8,1,53,312,[happy=0.8],"True, their charity was narrow and exclusive, but to those of their own religious body it expanded munificently; and, being rich beyond their wants, or any means of employing wealth which their gloomy asceticism allowed, they had the power of doing a great deal of good among the indigent papists of the suburbs.","[happy=0.8] True, their charity was narrow and exclusive, but to those of their own religious body it expanded munificently; and, being rich beyond their wants, or any means of employing wealth which their gloomy asceticism allowed, they had the power of doing a great deal of good among the indigent papists of the suburbs."
746baec1,single_high_risk:happy=0.8,1,48,285,[happy=0.8],"The fact that the California Indians could support themselves without any great exertion undoubtedly had the effect of making them indolent, while in the desert regions of the Great Basin the struggle for something to eat was so severe that it kept the natives in a degraded condition.","[happy=0.8] The fact that the California Indians could support themselves without any great exertion undoubtedly had the effect of making them indolent, while in the desert regions of the Great Basin the struggle for something to eat was so severe that it kept the natives in a degraded condition."
3ee15615,single_high_risk:happy=0.8,1,46,226,[happy=0.8],"""I never expected, "" he wrote, ""to hear a coxcomb ask two hundred guineas for flinging a pot of paint in the public's face!"" Well, it did not look for a while as if there was any more good luck in the world for James Whistler.","[happy=0.8] ""I never expected, "" he wrote, ""to hear a coxcomb ask two hundred guineas for flinging a pot of paint in the public's face!"" Well, it did not look for a while as if there was any more good luck in the world for James Whistler."
a9981bf2,single_high_risk:happy=0.8,1,41,220,[happy=0.8],"Love, self-sacrifice.' He was so glad and excited when he had discovered this, as it seemed to him, new truth, that he jumped up and began impatiently seeking some one to sacrifice himself for, to do good to and to love.","[happy=0.8] Love, self-sacrifice.' He was so glad and excited when he had discovered this, as it seemed to him, new truth, that he jumped up and began impatiently seeking some one to sacrifice himself for, to do good to and to love."
8ea076a4,single_high_risk:happy=0.8,1,41,249,[happy=0.8],"You have really done a great thing, and I congratulate you; for you have emancipated yourself, at least to some extent, from the great finger print obsession, which has possessed the legal mind ever since Galton published his epoch making monograph.","[happy=0.8] You have really done a great thing, and I congratulate you; for you have emancipated yourself, at least to some extent, from the great finger print obsession, which has possessed the legal mind ever since Galton published his epoch making monograph."
86241a4d,single_high_risk:happy=0.8,1,38,229,[happy=0.8],"So thought the Administration! To their great surprise, however, in the face of that reckless and extreme sentence, the longest picket line of the entire campaign formed at the White House in the late afternoon of November tenth.","[happy=0.8] So thought the Administration! To their great surprise, however, in the face of that reckless and extreme sentence, the longest picket line of the entire campaign formed at the White House in the late afternoon of November tenth."
02fb9d86,single_high_risk:happy=0.8,1,37,184,[happy=0.8],"""You'll catch it when you get home, Ben; so you'd better have a good time while you can, "" advised Sam, thinking Bab great fun, since none of the blame of her pranks would fall on him.","[happy=0.8] ""You'll catch it when you get home, Ben; so you'd better have a good time while you can, "" advised Sam, thinking Bab great fun, since none of the blame of her pranks would fall on him."
fee78e46,single_high_risk:happy=0.8,1,36,227,[happy=0.8],"A good conscience, a congenial home, and a serious purpose are after all the safest conditions for a healthy mind, and the community works in preventive psychotherapy wherever it facilitates the securing of these three factors.","[happy=0.8] A good conscience, a congenial home, and a serious purpose are after all the safest conditions for a healthy mind, and the community works in preventive psychotherapy wherever it facilitates the securing of these three factors."
41ce9820,single_high_risk:happy=0.8,1,35,200,[happy=0.8],"This fact, and the similar occurrence during my first talk with Tars Tarkas, convinced me that we had at least something in common; the ability to smile, therefore to laugh; denoting a sense of humor.","[happy=0.8] This fact, and the similar occurrence during my first talk with Tars Tarkas, convinced me that we had at least something in common; the ability to smile, therefore to laugh; denoting a sense of humor."
5c4968dc,single_high_risk:happy=0.8,1,34,209,[happy=0.8],"That, upon the last of January, eighteen ninety, there fell, in a great tempest, in Switzerland, incalculable numbers of larvae: some black and some yellow; numbers so great that hosts of birds were attracted.","[happy=0.8] That, upon the last of January, eighteen ninety, there fell, in a great tempest, in Switzerland, incalculable numbers of larvae: some black and some yellow; numbers so great that hosts of birds were attracted."
f4f4adaa,single_high_risk:happy=0.8,1,33,180,[happy=0.8],"Jim answered another question and was tempted to laugh out, 'What's the fun of this! what's the fun!' He tapped with his foot slightly, bit his lip, and looked away over the heads.","[happy=0.8] Jim answered another question and was tempted to laugh out, 'What's the fun of this! what's the fun!' He tapped with his foot slightly, bit his lip, and looked away over the heads."
c4e9c188,single_high_risk:happy=0.8,1,32,204,[happy=0.8],"In his youth Johannes Brahms (eighteen thirty three to eighteen ninety seven), the great apostle of modern intellectual music, made his debut before the musical world as a brilliant and versatile pianist.","[happy=0.8] In his youth Johannes Brahms (eighteen thirty three to eighteen ninety seven), the great apostle of modern intellectual music, made his debut before the musical world as a brilliant and versatile pianist."
ea0ce37b,single_high_risk:happy=0.8,1,32,186,[happy=0.8],"But there was a great green cross over the pulpit, and words along the walls, and festoons upon the galleries, and great wreaths, like vast green serpents, coiled about the cold pillars.","[happy=0.8] But there was a great green cross over the pulpit, and words along the walls, and festoons upon the galleries, and great wreaths, like vast green serpents, coiled about the cold pillars."
8698b954,single_high_risk:happy=0.8,1,32,177,[happy=0.8],"Danny Reeves himself came instead, and made a nice little speech, saying that Patsy had always brought good luck to the place, and this dinner was his treat to welcome her home.","[happy=0.8] Danny Reeves himself came instead, and made a nice little speech, saying that Patsy had always brought good luck to the place, and this dinner was his treat to welcome her home."
9af5a36e,single_high_risk:happy=0.8,1,31,171,[happy=0.8],"Love is the sublime crucible wherein the fusion of the man and the woman takes place; the being one, the being triple, the being final, the human trinity proceeds from it.","[happy=0.8] Love is the sublime crucible wherein the fusion of the man and the woman takes place; the being one, the being triple, the being final, the human trinity proceeds from it."
dae69864,single_high_risk:happy=0.8,1,30,146,[happy=0.8],"One lady had a fright, for the wind blew the end of her shawl within reach of a tiger's great claw, and he clutched it, trying to drag her nearer.","[happy=0.8] One lady had a fright, for the wind blew the end of her shawl within reach of a tiger's great claw, and he clutched it, trying to drag her nearer."
cc65ac76,single_high_risk:happy=0.8,1,29,159,[happy=0.8],"The glacial atmosphere closed round him with the cold of death, and a great rushing sound swept by overhead as though the ceiling had lifted to a great height.","[happy=0.8] The glacial atmosphere closed round him with the cold of death, and a great rushing sound swept by overhead as though the ceiling had lifted to a great height."
b1d04739,single_high_risk:happy=0.8,1,28,150,[happy=0.8],You would have for your host one of the handsomest men in Texas; for your hostess one of its most beautiful women-both still this side of middle life.,[happy=0.8] You would have for your host one of the handsomest men in Texas; for your hostess one of its most beautiful women-both still this side of middle life.
06167e01,single_high_risk:happy=0.8,1,28,154,[happy=0.8],"When a traveller talks to you perpetually about the splendour of his luggage, which he does not happen to have with him, my son, beware of that traveller!","[happy=0.8] When a traveller talks to you perpetually about the splendour of his luggage, which he does not happen to have with him, my son, beware of that traveller!"
16db529a,single_high_risk:happy=0.8,1,28,151,[happy=0.8],"Woe unto them that call evil good, and good evil; that put darkness for light, and light for darkness; that put bitter for sweet, and sweet for bitter!","[happy=0.8] Woe unto them that call evil good, and good evil; that put darkness for light, and light for darkness; that put bitter for sweet, and sweet for bitter!"
39462ab7,single_high_risk:happy=0.8,1,28,175,[happy=0.8],"""This gentleman!"" repeated the other, turning to Captain Wharton, and contemplating his figure for a moment until the anxiety of his countenance gave place to a lurking smile.","[happy=0.8] ""This gentleman!"" repeated the other, turning to Captain Wharton, and contemplating his figure for a moment until the anxiety of his countenance gave place to a lurking smile."
444d83e1,single_high_risk:happy=0.8,1,27,141,[happy=0.8],"On occasions of great performances it was he who had the stakes driven in and ropes stretched, and who fixed the number of feet for the ring.","[happy=0.8] On occasions of great performances it was he who had the stakes driven in and ropes stretched, and who fixed the number of feet for the ring."
